City,State,Speed,Company,Cord,Code,Longitude,Latitude
São Lourenço do Oeste,SC,52.1,CLARO,"[-52.8435, -26.3835]",4216909,-52.8435,-26.3835
São Lourenço do Piauí,PI,35.39,VIVO,"[-42.5475, -9.1665]",2210359,-42.5475,-9.1665
São Lourenço do Sul,RS,67.35,VIVO,"[-51.9975, -31.2345]",4318804,-51.9975,-31.2345
São Ludgero,SC,63.48,VIVO,"[-49.1805, -28.3275]",4217006,-49.1805,-28.3275
São Luiz,RR,57.4,CLARO,"[-60.0435, 1.0125]",1400605,-60.0435,1.0125
São Luiz Gonzaga,RS,76.69,CLARO,"[-54.9315, -28.4085]",4318903,-54.9315,-28.4085
São Luiz do Norte,GO,31.4,VIVO,"[-49.3335, -14.8635]",5220157,-49.3335,-14.8635
São Luís,MA,240.025,TIM,"[-44.2575, -2.5515]",2111300,-44.2575,-2.5515
São Luís Gonzaga do Maranhão,MA,65.56,CLARO,"[-44.6625, -4.3695]",2111409,-44.6625,-4.3695
São Luís de Montes Belos,GO,47.24,VIVO,"[-50.3685, -16.5195]",5220108,-50.3685,-16.5195
São Luís do Curu,CE,49.25,CLARO,"[-39.2355, -3.6675]",2312601,-39.2355,-3.6675
São Luís do Paraitinga,SP,33.02,CLARO,"[-45.3195, -23.2245]",3550001,-45.3195,-23.2245
São Luís do Quitunde,AL,46.99,CLARO,"[-35.5635, -9.3285]",2708501,-35.5635,-9.3285
São Mamede,PB,62.19,VIVO,"[-37.0935, -6.9345]",2514909,-37.0935,-6.9345
São Manoel do Paraná,PR,24.33,VIVO,"[-52.6455, -23.3955]",4125555,-52.6455,-23.3955
São Manuel,SP,68.39,VIVO,"[-48.5775, -22.7655]",3550100,-48.5775,-22.7655
São Marcos,RS,145.965,VIVO,"[-51.0795, -28.9665]",4319000,-51.0795,-28.9665
São Martinho,RS,53.75,VIVO,"[-53.9595, -27.7065]",4319109,-53.9595,-27.7065
São Martinho da Serra,RS,58.67,VIVO,"[-53.8515, -29.5245]",4319125,-53.8515,-29.5245
São Mateus,ES,63.87,VIVO,"[-40.2165, -18.7335]",3204906,-40.2165,-18.7335
São Mateus do Maranhão,MA,52.93,CLARO,"[-44.4735, -4.0455]",2111508,-44.4735,-4.0455
São Mateus do Sul,PR,51.78,VIVO,"[-50.3865, -25.8795]",4125605,-50.3865,-25.8795
São Miguel,RN,51.47,VIVO,"[-38.4975, -6.2055]",2412500,-38.4975,-6.2055
São Miguel Arcanjo,SP,61.19,VIVO,"[-48.1815, -23.8455]",3550209,-48.1815,-23.8455
São Miguel da Baixa Grande,PI,20.96,VIVO,"[-42.1875, -5.8635]",2210383,-42.1875,-5.8635
São Miguel das Matas,BA,61.37,VIVO,"[-39.4515, -13.0455]",2929404,-39.4515,-13.0455
São Miguel das Missões,RS,63.08,VIVO,"[-54.5445, -28.5345]",4319158,-54.5445,-28.5345
São Miguel de Taipu,PB,7.75,VIVO,"[-35.2125, -7.2495]",2515005,-35.2125,-7.2495
São Miguel do Aleixo,SE,36.36,VIVO,"[-37.3815, -10.3905]",2807006,-37.3815,-10.3905
São Miguel do Anta,MG,36.78,CLARO,"[-42.7185, -20.7135]",3163805,-42.7185,-20.7135
São Miguel do Araguaia,GO,28.65,TIM,"[-50.1615, -13.2705]",5220207,-50.1615,-13.2705
São Miguel do Fidalgo,PI,38.62,CLARO,"[-42.3765, -7.5825]",2210391,-42.3765,-7.5825
São Miguel do Gostoso,RN,44.78,VIVO,"[-35.6445, -5.1255]",2412559,-35.6445,-5.1255
São Miguel do Guamá,PA,61.69,CLARO,"[-47.4885, -1.6245]",1507607,-47.4885,-1.6245
São Miguel do Guaporé,RO,88.81,VIVO,"[-62.7165, -11.6865]",1100320,-62.7165,-11.6865
São Miguel do Iguaçu,PR,42.39,VIVO,"[-54.2385, -25.3575]",4125704,-54.2385,-25.3575
São Miguel do Oeste,SC,38.28,VIVO,"[-53.5005, -26.7345]",4217204,-53.5005,-26.7345
São Miguel do Passa Quatro,GO,19.71,CLARO,"[-48.6585, -17.0685]",5220264,-48.6585,-17.0685
São Miguel do Tapuio,PI,42.23,VIVO,"[-41.3145, -5.5035]",2210409,-41.3145,-5.5035
São Miguel do Tocantins,TO,0.91,TIM,"[-47.5785, -5.5575]",1720200,-47.5785,-5.5575
São Miguel dos Campos,AL,38.06,VIVO,"[-36.1125, -9.8055]",2708600,-36.1125,-9.8055
São Miguel dos Milagres,AL,59.68,CLARO,"[-35.3745, -9.2745]",2708709,-35.3745,-9.2745
São Nicolau,RS,45.01,VIVO,"[-55.2735, -28.1835]",4319208,-55.2735,-28.1835
São Paulo,SP,268.37,CLARO,"[-46.6155, -23.4585]",3550308,-46.6155,-23.4585
São Paulo das Missões,RS,46.39,VIVO,"[-54.9315, -28.0215]",4319307,-54.9315,-28.0215
São Paulo do Potengi,RN,30.64,VIVO,"[-35.7615, -5.8905]",2412609,-35.7615,-5.8905
São Pedro,RN,15.29,VIVO,"[-35.6355, -5.8995]",2412708,-35.6355,-5.8995
São Pedro,SP,58.8,VIVO,"[-47.8575, -22.6125]",3550407,-47.8575,-22.6125
São Pedro da Aldeia,RJ,43.19,VIVO,"[-42.0975, -22.8465]",3305208,-42.0975,-22.8465
São Pedro da Cipa,MT,68.14,VIVO,"[-54.9225, -16.0065]",5107404,-54.9225,-16.0065
São Pedro da Serra,RS,56.19,VIVO,"[-51.5115, -29.4255]",4319356,-51.5115,-29.4255
São Pedro da União,MG,32.87,VIVO,"[-46.6245, -21.1365]",3163904,-46.6245,-21.1365
São Pedro da Água Branca,MA,39.68,CLARO,"[-48.4245, -5.0895]",2111532,-48.4245,-5.0895
São Pedro de Alcântara,SC,2.58,TIM,"[-48.7575, -27.5715]",4217253,-48.7575,-27.5715
São Pedro do Butiá,RS,58.27,VIVO,"[-54.8865, -28.1295]",4319372,-54.8865,-28.1295
São Pedro do Iguaçu,PR,19.53,CLARO,"[-53.8515, -24.9345]",4125753,-53.8515,-24.9345
São Pedro do Ivaí,PR,31.82,TIM,"[-51.8535, -23.8635]",4125803,-51.8535,-23.8635
São Pedro do Paraná,PR,33.2,VIVO,"[-53.2215, -22.8195]",4125902,-53.2215,-22.8195
São Pedro do Piauí,PI,11.56,TIM,"[-42.7185, -5.9265]",2210508,-42.7185,-5.9265
São Pedro do Suaçuí,MG,62.02,VIVO,"[-42.6105, -18.3645]",3164100,-42.6105,-18.3645
São Pedro do Sul,RS,39.62,VIVO,"[-54.1845, -29.6415]",4319406,-54.1845,-29.6415
São Pedro do Turvo,SP,56.32,CLARO,"[-49.7475, -22.7475]",3550506,-49.7475,-22.7475
São Pedro dos Crentes,MA,70.26,CLARO,"[-46.5345, -6.8175]",2111573,-46.5345,-6.8175
São Pedro dos Ferros,MG,56.06,VIVO,"[-42.6285, -20.0925]",3164001,-42.6285,-20.0925
São Rafael,RN,36.19,VIVO,"[-36.8865, -5.8005]",2412807,-36.8865,-5.8005
São Raimundo Nonato,PI,57.45,VIVO,"[-42.6915, -9.0315]",2210607,-42.6915,-9.0315
São Raimundo das Mangabeiras,MA,52.41,CLARO,"[-45.4815, -7.0245]",2111607,-45.4815,-7.0245
São Raimundo do Doca Bezerra,MA,50.38,CLARO,"[-45.0855, -5.1075]",2111631,-45.0855,-5.1075
São Roberto,MA,102.33,CLARO,"[-44.9955, -5.0175]",2111672,-44.9955,-5.0175
São Romão,MG,30.4,VIVO,"[-45.0765, -16.3755]",3164209,-45.0765,-16.3755
São Roque,SP,68.04,CLARO,"[-47.1555, -23.6295]",3550605,-47.1555,-23.6295
São Roque de Minas,MG,61.41,VIVO,"[-46.4805, -20.3445]",3164308,-46.4805,-20.3445
São Roque do Canaã,ES,39.43,VIVO,"[-40.6665, -19.7415]",3204955,-40.6665,-19.7415
São Salvador do Tocantins,TO,22.64,CLARO,"[-48.2355, -12.7485]",1720259,-48.2355,-12.7485
São Sebastião,AL,62.55,CLARO,"[-36.5445, -9.9585]",2708808,-36.5445,-9.9585
São Sebastião,SP,219.91,TIM,"[-45.5625, -23.7915]",3550704,-45.5625,-23.7915
São Sebastião da Amoreira,PR,40.49,TIM,"[-50.7645, -23.4675]",4126009,-50.7645,-23.4675
São Sebastião da Bela Vista,MG,96.54,CLARO,"[-45.7515, -22.1535]",3164407,-45.7515,-22.1535
São Sebastião da Boa Vista,PA,1.04,VIVO,"[-49.5585, -1.7595]",1507706,-49.5585,-1.7595
São Sebastião da Grama,SP,51.48,VIVO,"[-46.8225, -21.7125]",3550803,-46.8225,-21.7125
São Sebastião da Vargem Alegre,MG,77.85,CLARO,"[-42.6555, -21.0645]",3164431,-42.6555,-21.0645
São Sebastião de Lagoa de Roça,PB,53.81,VIVO,"[-35.8695, -7.1055]",2515104,-35.8695,-7.1055
São Sebastião do Alto,RJ,51.37,CLARO,"[-42.1335, -21.9555]",3305307,-42.1335,-21.9555
São Sebastião do Anta,MG,40.5,VIVO,"[-41.9805, -19.4985]",3164472,-41.9805,-19.4985
São Sebastião do Caí,RS,71.37,CLARO,"[-51.3495, -29.6055]",4319505,-51.3495,-29.6055
São Sebastião do Maranhão,MG,16.17,VIVO,"[-42.5745, -18.0855]",3164506,-42.5745,-18.0855
São Sebastião do Oeste,MG,61.97,CLARO,"[-45.0045, -20.2725]",3164605,-45.0045,-20.2725
São Sebastião do Paraíso,MG,60.78,CLARO,"[-46.9755, -20.9205]",3164704,-46.9755,-20.9205
São Sebastião do Passé,BA,51.81,CLARO,"[-38.4885, -12.5145]",2929503,-38.4885,-12.5145
São Sebastião do Rio Preto,MG,68.71,CLARO,"[-43.1685, -19.3005]",3164803,-43.1685,-19.3005
São Sebastião do Rio Verde,MG,10.0,VIVO,"[-44.9775, -22.2165]",3164902,-44.9775,-22.2165
São Sebastião do Tocantins,TO,38.25,VIVO,"[-48.2085, -5.2605]",1720309,-48.2085,-5.2605
São Sebastião do Uatumã,AM,24.36,VIVO,"[-57.8745, -2.5605]",1303957,-57.8745,-2.5605
São Sebastião do Umbuzeiro,PB,33.75,TIM,"[-37.0125, -8.1585]",2515203,-37.0125,-8.1585
São Sepé,RS,71.01,CLARO,"[-53.5725, -30.1725]",4319604,-53.5725,-30.1725
São Simão,GO,45.55,VIVO,"[-50.5575, -18.9945]",5220405,-50.5575,-18.9945
São Simão,SP,76.85,VIVO,"[-47.5605, -21.4785]",3550902,-47.5605,-21.4785
São Thomé das Letras,MG,41.34,CLARO,"[-44.9865, -21.7215]",3165206,-44.9865,-21.7215
São Tiago,MG,50.53,VIVO,"[-44.5005, -20.9025]",3165008,-44.5005,-20.9025
São Tomás de Aquino,MG,27.05,VIVO,"[-47.1015, -20.7765]",3165107,-47.1015,-20.7765
São Tomé,PR,59.27,CLARO,"[-52.5825, -23.5395]",4126108,-52.5825,-23.5395
São Tomé,RN,36.37,TIM,"[-36.0765, -5.9715]",2412906,-36.0765,-5.9715
São Valentim,RS,66.53,VIVO,"[-52.5285, -27.5625]",4319703,-52.5285,-27.5625
São Valentim do Sul,RS,31.07,VIVO,"[-51.7635, -29.0475]",4319711,-51.7635,-29.0475
São Valério,TO,55.0,CLARO,"[-48.2355, -11.9835]",1720499,-48.2355,-11.9835
São Vendelino,RS,65.21,VIVO,"[-51.3585, -29.3895]",4319752,-51.3585,-29.3895
São Vicente,RN,44.61,CLARO,"[-36.6795, -6.2145]",2413003,-36.6795,-6.2145
São Vicente,SP,186.73999999999998,CLARO,"[-46.4895, -23.9895]",3551009,-46.4895,-23.9895
São Vicente Ferrer,MA,62.36,CLARO,"[-44.8695, -2.9025]",2111706,-44.8695,-2.9025
São Vicente Ferrer,PE,64.21,VIVO,"[-35.4735, -7.6545]",2613800,-35.4735,-7.6545
São Vicente de Minas,MG,18.04,TIM,"[-44.4465, -21.7035]",3165305,-44.4465,-21.7035
São Vicente do Sul,RS,35.65,CLARO,"[-54.6705, -29.6865]",4319802,-54.6705,-29.6865
Sério,RS,46.9,CLARO,"[-52.2675, -29.3895]",4320453,-52.2675,-29.3895
Sítio Novo,MA,59.28,CLARO,"[-46.7055, -5.8815]",2111805,-46.7055,-5.8815
Sítio Novo,RN,48.06,VIVO,"[-35.9145, -6.1065]",2413706,-35.9145,-6.1065
Sítio Novo do Tocantins,TO,12.4,CLARO,"[-47.6415, -5.6025]",1720804,-47.6415,-5.6025
Sítio d'Abadia,GO,54.43,VIVO,"[-46.2555, -14.8095]",5220702,-46.2555,-14.8095
Sítio do Mato,BA,35.05,CLARO,"[-43.4655, -13.0905]",2930758,-43.4655,-13.0905
Sítio do Quinto,BA,24.15,VIVO,"[-38.2005, -10.3635]",2930766,-38.2005,-10.3635
Tabaporã,MT,66.5,VIVO,"[-56.8215, -11.3085]",5107941,-56.8215,-11.3085
Tabapuã,SP,55.83,CLARO,"[-49.0455, -20.9565]",3552601,-49.0455,-20.9565
Tabatinga,AM,4.25,CLARO,"[-69.9345, -4.2345]",1304062,-69.9345,-4.2345
Tabatinga,SP,90.93,TIM,"[-48.6855, -21.7305]",3552700,-48.6855,-21.7305
Tabaí,RS,28.59,VIVO,"[-51.7095, -29.6955]",4320859,-51.7095,-29.6955
Tabira,PE,42.01,CLARO,"[-37.5345, -7.5825]",2614600,-37.5345,-7.5825
Tabocas do Brejo Velho,BA,52.93,VIVO,"[-44.0145, -12.7035]",2930907,-44.0145,-12.7035
Taboleiro Grande,RN,19.76,TIM,"[-38.0475, -5.9175]",2413805,-38.0475,-5.9175
Taboão da Serra,SP,195.69500000000002,CLARO,"[-46.7505, -23.6025]",3552809,-46.7505,-23.6025
Tabuleiro,MG,78.39,CLARO,"[-43.2495, -21.3615]",3167905,-43.2495,-21.3615
Tabuleiro do Norte,CE,33.28,VIVO,"[-38.1285, -5.2425]",2313104,-38.1285,-5.2425
Tacaimbó,PE,88.63,CLARO,"[-36.2835, -8.3205]",2614709,-36.2835,-8.3205
Tacaratu,PE,52.42,CLARO,"[-38.1465, -9.0855]",2614808,-38.1465,-9.0855
Taciba,SP,70.41,TIM,"[-51.2865, -22.3875]",3552908,-51.2865,-22.3875
Tacima,PB,96.05,VIVO,"[-35.6445, -6.4845]",2516409,-35.6445,-6.4845
Tacuru,MS,24.65,CLARO,"[-55.0125, -23.6385]",5007950,-55.0125,-23.6385
Taguatinga,TO,33.09,VIVO,"[-46.4355, -12.3975]",1720903,-46.4355,-12.3975
Taguaí,SP,56.1,VIVO,"[-49.3965, -23.4585]",3553005,-49.3965,-23.4585
Taiaçu,SP,39.05,CLARO,"[-48.5055, -21.1365]",3553104,-48.5055,-21.1365
Tailândia,PA,57.25,VIVO,"[-48.8295, -2.6595]",1507953,-48.8295,-2.6595
Tailândia,PA,57.25,VIVO,"[-48.9645, -2.9115]",1507953,-48.9645,-2.9115
Taiobeiras,MG,55.09,CLARO,"[-42.2235, -15.8085]",3168002,-42.2235,-15.8085
Taipas do Tocantins,TO,40.97,CLARO,"[-46.9935, -12.1905]",1720937,-46.9935,-12.1905
Taipu,RN,31.75,CLARO,"[-35.5995, -5.6205]",2413904,-35.5995,-5.6205
Taió,SC,62.01,VIVO,"[-49.9815, -27.1125]",4217808,-49.9815,-27.1125
Taiúva,SP,75.09,VIVO,"[-48.4515, -21.1185]",3553203,-48.4515,-21.1185
Taiúva,SP,75.09,VIVO,"[-48.4515, -21.1275]",3553203,-48.4515,-21.1275
Talismã,TO,33.5,CLARO,"[-49.0995, -12.8295]",1720978,-49.0995,-12.8295
Tamandaré,PE,75.71,VIVO,"[-35.1135, -8.7435]",2614857,-35.1135,-8.7435
Tamarana,PR,67.14,TIM,"[-51.0885, -23.7195]",4126678,-51.0885,-23.7195
Tambaú,SP,65.01,VIVO,"[-47.2725, -21.7125]",3553302,-47.2725,-21.7125
Tamboara,PR,7.7,VIVO,"[-52.4925, -23.1975]",4126702,-52.4925,-23.1975
Tamboril,CE,59.76,VIVO,"[-40.3335, -4.8375]",2313203,-40.3335,-4.8375
Tamboril do Piauí,PI,20.69,VIVO,"[-42.9165, -8.4015]",2210953,-42.9165,-8.4015
Tanabi,SP,52.17,VIVO,"[-49.6485, -20.6145]",3553401,-49.6485,-20.6145
Tangará,RN,40.72,TIM,"[-35.7975, -6.1965]",2414001,-35.7975,-6.1965
Tangará,SC,50.5,VIVO,"[-51.2415, -27.1035]",4217907,-51.2415,-27.1035
Tangará da Serra,MT,105.73,CLARO,"[-57.5595, -14.6295]",5107958,-57.5595,-14.6295
Tanguá,RJ,60.13,CLARO,"[-42.7815, -22.7385]",3305752,-42.7815,-22.7385
Tanhaçu,BA,20.36,VIVO,"[-41.2425, -14.0085]",2931004,-41.2425,-14.0085
Tanque Novo,BA,44.01,VIVO,"[-42.4845, -13.5315]",2931053,-42.4845,-13.5315
Tanque d'Arca,AL,16.11,CLARO,"[-36.4365, -9.5355]",2709004,-36.4365,-9.5355
Tanquinho,BA,27.66,VIVO,"[-39.1095, -11.9745]",2931103,-39.1095,-11.9745
Taparuba,MG,24.63,VIVO,"[-41.6115, -19.7595]",3168051,-41.6115,-19.7595
Tapejara,PR,36.09,VIVO,"[-52.8885, -23.7465]",4126801,-52.8885,-23.7465
Tapejara,RS,46.87,CLARO,"[-51.9975, -28.0665]",4320909,-51.9975,-28.0665
Tapera,RS,71.58,CLARO,"[-52.8705, -28.6335]",4321006,-52.8705,-28.6335
Taperoá,BA,54.9,VIVO,"[-39.1005, -13.5315]",2931202,-39.1005,-13.5315
Taperoá,PB,7.47,TIM,"[-36.8235, -7.2045]",2516508,-36.8235,-7.2045
Tapes,RS,70.19,CLARO,"[-51.3855, -30.6405]",4321105,-51.3855,-30.6405
Tapira,MG,28.51,VIVO,"[-46.8315, -19.9305]",3168101,-46.8315,-19.9305
Tapira,PR,34.46,VIVO,"[-53.0685, -23.3235]",4126900,-53.0685,-23.3235
Tapiramutá,BA,95.06,TIM,"[-40.7925, -11.8485]",2931301,-40.7925,-11.8485
Tapiratiba,SP,72.03,VIVO,"[-46.7505, -21.4695]",3553609,-46.7505,-21.4695
Tapiraí,MG,45.82,VIVO,"[-46.1745, -19.9035]",3168200,-46.1745,-19.9035
Tapiraí,SP,70.23,VIVO,"[-47.5245, -23.8995]",3553500,-47.5245,-23.8995
Tapurah,MT,55.52,CLARO,"[-56.5065, -12.7395]",5108006,-56.5065,-12.7395
Taquara,RS,49.93,CLARO,"[-50.7735, -29.6595]",4321204,-50.7735,-29.6595
Taquaral,SP,44.99,VIVO,"[-48.4065, -21.0735]",3553658,-48.4065,-21.0735
Taquaral de Goiás,GO,20.48,CLARO,"[-49.6035, -16.0605]",5221007,-49.6035,-16.0605
Taquarana,AL,33.95,VIVO,"[-36.4905, -9.6525]",2709103,-36.4905,-9.6525
Taquaraçu de Minas,MG,43.31,VIVO,"[-43.6905, -19.6695]",3168309,-43.6905,-19.6695
Taquari,RS,47.35,VIVO,"[-51.8715, -29.8035]",4321303,-51.8715,-29.8035
Taquaritinga,SP,63.51,TIM,"[-48.4875, -21.3975]",3553708,-48.4875,-21.3975
Taquaritinga do Norte,PE,68.93,VIVO,"[-36.0405, -7.9065]",2615003,-36.0405,-7.9065
Taquarituba,SP,52.53,VIVO,"[-49.2345, -23.5395]",3553807,-49.2345,-23.5395
Taquarivaí,SP,77.08,VIVO,"[-48.6945, -23.9265]",3553856,-48.6945,-23.9265
Taquarussu,MS,46.36,VIVO,"[-53.3565, -22.4865]",5007976,-53.3565,-22.4865
Taquaruçu do Sul,RS,19.45,VIVO,"[-53.4645, -27.4005]",4321329,-53.4645,-27.4005
Tarabai,SP,28.56,CLARO,"[-51.5655, -22.3065]",3553906,-51.5655,-22.3065
Tarauacá,AC,43.75,CLARO,"[-70.7715, -8.1675]",1200609,-70.7715,-8.1675
Tarrafas,CE,30.1,CLARO,"[-39.7575, -6.6825]",2313252,-39.7575,-6.6825
Tartarugalzinho,AP,9.79,CLARO,"[-50.9085, 1.4985]",1600709,-50.9085,1.4985
Tarumirim,MG,49.09,VIVO,"[-41.9985, -19.2825]",3168408,-41.9985,-19.2825
Tarumã,SP,67.74,CLARO,"[-50.5755, -22.7385]",3553955,-50.5755,-22.7385
Tasso Fragoso,MA,22.62,TIM,"[-46.0845, -8.5185]",2112001,-46.0845,-8.5185
Tatuí,SP,59.08,VIVO,"[-47.8935, -23.3595]",3554003,-47.8935,-23.3595
Taubaté,SP,207.64,TIM,"[-45.6345, -23.0535]",3554102,-45.6345,-23.0535
Tauá,CE,63.09,VIVO,"[-40.2975, -5.9895]",2313302,-40.2975,-5.9895
Tavares,PB,5.7,TIM,"[-37.8765, -7.6365]",2516607,-37.8765,-7.6365
Tavares,RS,41.31,CLARO,"[-51.0885, -31.2885]",4321352,-51.0885,-31.2885
Tefé,AM,1.26,TIM,"[-64.7055, -3.3435]",1304203,-64.7055,-3.3435
Teixeira,PB,13.48,CLARO,"[-37.2555, -7.2225]",2516706,-37.2555,-7.2225
Teixeira Soares,PR,62.44,VIVO,"[-50.4585, -25.3665]",4127007,-50.4585,-25.3665
Teixeira de Freitas,BA,80.03,CLARO,"[-39.7755, -17.5275]",2931350,-39.7755,-17.5275
Teixeiras,MG,46.17,CLARO,"[-42.8535, -20.6505]",3168507,-42.8535,-20.6505
Teixeirópolis,RO,37.85,CLARO,"[-62.2575, -10.9395]",1101559,-62.2575,-10.9395
Tejupá,SP,37.35,VIVO,"[-49.2525, -23.4045]",3554201,-49.2525,-23.4045
Tejuçuoca,CE,42.24,CLARO,"[-39.5775, -3.9825]",2313351,-39.5775,-3.9825
Telha,SE,34.38,VIVO,"[-36.8865, -10.2105]",2807303,-36.8865,-10.2105
Telêmaco Borba,PR,73.09,VIVO,"[-50.6745, -24.3855]",4127106,-50.6745,-24.3855
Tenente Ananias,RN,16.39,TIM,"[-38.1825, -6.4665]",2414100,-38.1825,-6.4665
Tenente Laurentino Cruz,RN,50.45,TIM,"[-36.7155, -6.1425]",2414159,-36.7155,-6.1425
Tenente Portela,RS,50.46,CLARO,"[-53.7525, -27.3735]",4321402,-53.7525,-27.3735
Tenório,PB,11.19,VIVO,"[-36.6255, -6.9435]",2516755,-36.6255,-6.9435
Teodoro Sampaio,BA,46.93,CLARO,"[-38.6505, -12.3165]",2931400,-38.6505,-12.3165
Teodoro Sampaio,SP,44.0,VIVO,"[-52.2495, -22.3155]",3554300,-52.2495,-22.3155
Teofilândia,BA,62.13,VIVO,"[-39.0015, -11.4795]",2931509,-39.0015,-11.4795
Teolândia,BA,14.63,CLARO,"[-39.4875, -13.5945]",2931608,-39.4875,-13.5945
Teotônio Vilela,AL,73.42,CLARO,"[-36.3375, -9.9135]",2709152,-36.3375,-9.9135
Terenos,MS,61.47,VIVO,"[-54.8685, -20.4525]",5008008,-54.8685,-20.4525
Teresina,PI,278.565,TIM,"[-42.8085, -5.0265]",2211001,-42.8085,-5.0265
Teresina de Goiás,GO,35.23,TIM,"[-47.2635, -13.7745]",5221080,-47.2635,-13.7745
Teresópolis,RJ,97.59,CLARO,"[-42.7815, -22.2615]",3305802,-42.7815,-22.2615
Terezinha,PE,20.27,VIVO,"[-36.6165, -9.0585]",2615102,-36.6165,-9.0585
Terezópolis de Goiás,GO,74.35,CLARO,"[-49.0995, -16.4925]",5221197,-49.0995,-16.4925
Terra Alta,PA,73.43,TIM,"[-47.9115, -1.0305]",1507961,-47.9115,-1.0305
Terra Boa,PR,32.52,VIVO,"[-52.4475, -23.7735]",4127205,-52.4475,-23.7735
Terra Nova,BA,75.06,CLARO,"[-38.6235, -12.4155]",2931707,-38.6235,-12.4155
Terra Nova,PE,44.614999999999995,CLARO,"[-39.3795, -8.2305]",2615201,-39.3795,-8.2305
Terra Nova do Norte,MT,63.78,VIVO,"[-55.1115, -10.5885]",5108055,-55.1115,-10.5885
Terra Rica,PR,22.3,VIVO,"[-52.6185, -22.7385]",4127304,-52.6185,-22.7385
Terra Roxa,PR,41.03,CLARO,"[-54.1035, -24.1695]",4127403,-54.1035,-24.1695
Terra Roxa,SP,56.2,VIVO,"[-48.3345, -20.7855]",3554409,-48.3345,-20.7855
Terra Santa,PA,21.85,VIVO,"[-56.4795, -2.1015]",1507979,-56.4795,-2.1015
Terra de Areia,RS,91.61,CLARO,"[-50.0625, -29.5875]",4321436,-50.0625,-29.5875
Teutônia,RS,40.73,VIVO,"[-51.8175, -29.5155]",4321451,-51.8175,-29.5155
Teófilo Otoni,MG,51.85,CLARO,"[-41.5125, -17.8875]",3168606,-41.5125,-17.8875
Theobroma,RO,24.98,CLARO,"[-62.3475, -10.2465]",1101609,-62.3475,-10.2465
Tianguá,CE,56.01,VIVO,"[-40.9995, -3.7305]",2313401,-40.9995,-3.7305
Tibagi,PR,77.21,VIVO,"[-50.4225, -24.5115]",4127502,-50.4225,-24.5115
Tibau,RN,17.38,TIM,"[-37.2555, -4.8375]",2411056,-37.2555,-4.8375
Tibau do Sul,RN,56.1,CLARO,"[-35.0955, -6.1875]",2414209,-35.0955,-6.1875
Tietê,SP,70.59,VIVO,"[-47.7225, -23.0715]",3554508,-47.7225,-23.0715
Tijucas,SC,72.07,CLARO,"[-48.6585, -27.2565]",4218004,-48.6585,-27.2565
Tijucas do Sul,PR,55.66,VIVO,"[-49.1805, -25.9245]",4127601,-49.1805,-25.9245
Timbaúba,PE,36.64,CLARO,"[-35.3295, -7.5195]",2615300,-35.3295,-7.5195
Timbaúba dos Batistas,RN,9.55,TIM,"[-37.2735, -6.4665]",2414308,-37.2735,-6.4665
Timbiras,MA,40.32,CLARO,"[-43.9425, -4.2525]",2112100,-43.9425,-4.2525
Timburi,SP,29.765,VIVO,"[-49.6035, -23.2065]",3554607,-49.6035,-23.2065
Timbé do Sul,SC,31.29,VIVO,"[-49.8375, -28.8315]",4218103,-49.8375,-28.8315
Timbó,SC,64.74,VIVO,"[-49.2795, -26.8245]",4218202,-49.2795,-26.8245
Timbó Grande,SC,21.05,CLARO,"[-50.6745, -26.6175]",4218251,-50.6745,-26.6175
Timon,MA,94.505,VIVO,"[-42.8265, -5.0895]",2112209,-42.8265,-5.0895
Timóteo,MG,77.71,CLARO,"[-42.6375, -19.5705]",3168705,-42.6375,-19.5705
Tio Hugo,RS,37.45,VIVO,"[-52.6005, -28.5705]",4321469,-52.6005,-28.5705
Tiradentes,MG,28.76,VIVO,"[-44.1675, -21.1095]",3168804,-44.1675,-21.1095
Tiradentes do Sul,RS,61.86,VIVO,"[-54.0855, -27.4005]",4321477,-54.0855,-27.4005
Tiros,MG,46.47,VIVO,"[-45.9765, -19.0035]",3168903,-45.9765,-19.0035
Tobias Barreto,SE,53.03,CLARO,"[-37.9935, -11.1915]",2807402,-37.9935,-11.1915
Tocantins,MG,64.75,CLARO,"[-43.0155, -21.1725]",3169000,-43.0155,-21.1725
Tocantinópolis,TO,75.27,VIVO,"[-47.4345, -6.3315]",1721208,-47.4345,-6.3315
Tocantínia,TO,48.14,VIVO,"[-48.3795, -9.5715]",1721109,-48.3795,-9.5715
Tocos do Moji,MG,69.91,VIVO,"[-46.1025, -22.3695]",3169059,-46.1025,-22.3695
Toledo,MG,39.55,CLARO,"[-46.3905, -22.7025]",3169109,-46.3905,-22.7025
Toledo,PR,81.28,TIM,"[-53.7705, -24.7185]",4127700,-53.7705,-24.7185
Tomar do Geru,SE,32.36,VIVO,"[-37.8315, -11.3715]",2807501,-37.8315,-11.3715
Tomazina,PR,80.5,CLARO,"[-49.9455, -23.7735]",4127809,-49.9455,-23.7735
Tombos,MG,43.47,VIVO,"[-42.0255, -20.9025]",3169208,-42.0255,-20.9025
Tomé-Açu,PA,49.32,VIVO,"[-48.2265, -2.3985]",1508001,-48.2265,-2.3985
Toritama,PE,106.26,VIVO,"[-36.0765, -8.0055]",2615409,-36.0765,-8.0055
Torixoréu,MT,45.9,VIVO,"[-52.5645, -16.2045]",5108204,-52.5645,-16.2045
